
DECIMAL       HEXADECIMAL     DESCRIPTION
31207111      0x1DC2EC7       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
31307808      0x1DDB820       Unix path: /usr/lib/python3.10/dis.py
31311648      0x1DDC720       Unix path: /usr/lib/python3.10/opcode.py
31485264      0x1E06D50       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/descriptions.py
31486848      0x1E07380       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/importstring.py
31505440      0x1E0BC20       Unix path: /usr/lib/python3.10/json/__init__.py
31506016      0x1E0BE60       Unix path: /usr/lib/python3.10/json/decoder.py
31511200      0x1E0D2A0       Unix path: /usr/lib/python3.10/dataclasses.py
31514720      0x1E0E060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/getargspec.py
31515104      0x1E0E1E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/warnings.py
31515616      0x1E0E3E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/warnings.py
31522656      0x1E0FF60       Unix path: /usr/lib/python3.10/logging/__pycache__/handlers.cpython-310.pyc
31523424      0x1E10260       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/text.py
31524704      0x1E10760       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/crashhandler.py
31529056      0x1E11860       Unix path: /usr/lib/python3.10/lib-dynload/_queue.cpython-310-x86_64-linux-gnu.so
31645696      0x1E2E000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
31657984      0x1E31000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
31674368      0x1E35000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
31686656      0x1E38000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
31698944      0x1E3B000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
31711232      0x1E3E000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
31736456      0x1E44288       Unix path: /usr/local/lib
31739904      0x1E45000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
31764480      0x1E4B000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
31864464      0x1E63690       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/cffi/__pycache__/lock.cpython-310.pyc
31919937      0x1E70F41       Copyright string: "copyright: Copyright 2007-2015 by the Sphinx team, see AUTHORS."
31919948      0x1E70F4C       Copyright string: "Copyright 2007-2015 by the Sphinx team, see AUTHORS."
31946704      0x1E777D0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/cffi/error.py
31947376      0x1E77A70       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/cffi/model.py
31955216      0x1E79910       Unix path: /usr/lib/python3.10/__pycache__/subprocess.cpython-310.pyc
31960032      0x1E7ABE0       Unix path: /usr/lib/python3.10/__pycache__/selectors.cpython-310.pyc
31985328      0x1E80EB0       GIF image data, version "89a",
31985712      0x1E81030       GIF image data, version "87a",
32099312      0x1E9CBF0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/ImageFile.cpython-310.pyc
32100464      0x1E9D070       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/_deprecate.cpython-310.pyc
32119008      0x1EA18E0       Unix path: /usr/lib/python3.10/subprocess.py
32321632      0x1ED3060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/ImageColor.cpython-310.pyc
32328400      0x1ED4AD0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/ImageChops.cpython-310.pyc
32385824      0x1EE2B20       Unix path: /usr/lib/python3.10/signal.py
32386224      0x1EE2CB0       Unix path: /usr/lib/python3.10/signal.py
32470496      0x1EF75E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/ImageMath.py
32471520      0x1EF79E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/ImageChops.py
32472416      0x1EF7D60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/PngImagePlugin.py
32473568      0x1EF81E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/PngImagePlugin.py
32474464      0x1EF8560       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/__init__.py
32475488      0x1EF8960       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/__init__.py
32476128      0x1EF8BE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/core/getipython.py
32478048      0x1EF9360       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/traitlets.py
32478560      0x1EF9560       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/traitlets.py
32480224      0x1EF9BE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/config
32482528      0x1EFA4E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/decorators.py
32482912      0x1EFA660       Unix path: /usr/lib/python3.10/lib-dynload/_json.cpython-310-x86_64-linux-gnu.so
32484320      0x1EFABE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/config/__init__.py
32484704      0x1EFAD60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets/utils/decorators.py
32534624      0x1F07060       Unix path: /usr/lib/python3.10/selectors.py
32575232      0x1F10F00       Unix path: /usr/lib/python3.10/__pycache__/shlex.cpython-310.pyc
32577920      0x1F11980       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython
32579712      0x1F12080       Unix path: /usr/lib/python3.10/__pycache__/copy.cpython-310.pyc
32580272      0x1F122B0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/traitlets
32609232      0x1F193D0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/ImageMath.cpython-310.pyc
32615424      0x1F1AC00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/ImageOps.cpython-310.pyc
32639158      0x1F208B6       Copyright string: "Copyright (C) 2001-2019 Vinay Sajip. All Rights Reserved."
32642858      0x1F2172A       Unix path: /home/jupyter/configurations/') as c:
32651616      0x1F23960       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/ImageSequence.cpython-310.pyc
32657664      0x1F25100       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/JpegPresets.cpython-310.pyc
32662560      0x1F26420       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/PngImagePlugin.cpython-310.pyc
32791664      0x1F45C70       Unix path: /usr/lib/python3.10/shlex.py
32810448      0x1F4A5D0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/IPython/__pycache__/__init__.cpython-310.pyc
32878592      0x1F5B000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
32882608      0x1F5BFB0       ESP Image (ESP32): segment count: 2, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0xf0012, hash: none
32890880      0x1F5E000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
32903168      0x1F61000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
32915456      0x1F64000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
32925824      0x1F66880       ESP Image (ESP32): segment count: 10, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x0, hash: none
32927744      0x1F67000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
32927896      0x1F67098       ESP Image (ESP32): segment count: 14, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x0, hash: none
32927904      0x1F670A0       ESP Image (ESP32): segment count: 14, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x0, hash: none
32944128      0x1F6B000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
32964608      0x1F70000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
33077536      0x1F8B920       Unix path: /usr/lib/python3.10/struct.py
33080496      0x1F8C4B0       Unix path: /usr/lib/python3.10/tempfile.py
33089536      0x1F8E800       Unix path: /usr/lib/python3.10/shutil.py
33146784      0x1F9C7A0       Unix path: /usr/lib/python3.10/_compression.py
33163696      0x1FA09B0       Unix path: /usr/lib/python3.10/fnmatch.py
33164256      0x1FA0BE0       Unix path: /usr/lib/python3.10/fnmatch.py
33167056      0x1FA16D0       Unix path: /usr/lib/python3.10/bz2.py
33239216      0x1FB30B0       Unix path: /usr/lib/python3.10/lzma.py
33243856      0x1FB42D0       Unix path: /usr/lib/python3.10/random.py
33248976      0x1FB56D0       Unix path: /usr/lib/python3.10/bisect.py
33326096      0x1FC8410       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/ExifTags.cpython-310.pyc
33367824      0x1FD2710       Unix path: /usr/lib/python3.10/ntpath.py
33369264      0x1FD2CB0       Unix path: /usr/lib/python3.10/urllib
33375479      0x1FD44F7       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
33391584      0x1FD83E0       Unix path: /usr/lib/python3.10/urllib/__init__.py
33392544      0x1FD87A0       Unix path: /usr/lib/python3.10/urllib/parse.py
33404208      0x1FDB530       Unix path: /usr/lib/python3.10/urllib/__pycache__/parse.cpython-310.pyc
33405888      0x1FDBBC0       Unix path: /usr/lib/python3.10/urllib/__pycache__/__init__.cpython-310.pyc
33410256      0x1FDCCD0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/_binary.py
33417088      0x1FDE780       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/cffi/api.py
33454871      0x1FE7B17       Copyright string: "Copyright (c) 1988-1996 Sam Leffler"
33454907      0x1FE7B3B       Copyright string: "Copyright (c) 1991-1996 Silicon Graphics, Inc."
33459808      0x1FE8E60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/GimpGradientFile.cpython-310.pyc
33465728      0x1FEA580       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/_imagingmath.cpython-310-x86_64-linux-gnu.so
33593280      0x20097C0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/TiffTags.cpython-310.pyc
33597168      0x200A6F0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/_imaging.cpython-310-x86_64-linux-gnu.so
33597600      0x200A8A0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/_typing.cpython-310.pyc
33598896      0x200ADB0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/cffi/__pycache__/__init__.cpython-310.pyc
33632048      0x2012F30       Unix path: /usr/lib/python3.10/typing.py
33780288      0x2037240       Unix path: /usr/lib/python3.10/typing.py
33797984      0x203B760       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/BmpImagePlugin.py
33799392      0x203BCE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/BmpImagePlugin.py
33802720      0x203C9E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/GifImagePlugin.py
33803616      0x203CD60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/ImageFile.py
33805280      0x203D3E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/_deprecate.py
33809376      0x203E3E0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/JpegImagePlugin.py
33811936      0x203EDE0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/ImageChops.py
33812320      0x203EF60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/ImageMath.py
33992112      0x206ADB0       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/cffi/__pycache__/api.cpython-310.pyc
34043872      0x20777E0       Unix path: /etc/default/apport
34059008      0x207B300       Unix path: /home/gsemaj/buckeye24/wreck/wreck.py
34067264      0x207D340       Unix path: /usr/lib/python3.10/logging/__init__.py
34091104      0x2083060       Unix path: /usr/local/lib/python3.10/dist-packages/fsb5-1.0-py3.10.egg/fsb5/__pycache__/utils.cpython-310.pyc
34107488      0x2087060       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/Image.cpython-310.pyc
34171680      0x2096B20       Unix path: /usr/lib/python3.10/logging
34339664      0x20BFB50       Unix path: /usr/lib/python3.10/__pycache__/re.cpython-310.pyc
34340784      0x20BFFB0       Unix path: /usr/lib/python3.10/__pycache__/sre_compile.cpython-310.pyc
34343595      0x20C0AAB       Copyright string: "Copyright (c) 1997-2002 by Secret Labs AB "
34344256      0x20C0D40       Unix path: /usr/lib/python3.10/__pycache__/copyreg.cpython-310.pyc
34346720      0x20C16E0       Unix path: /usr/lib/python3.10/__pycache__/linecache.cpython-310.pyc
34349520      0x20C21D0       Unix path: /usr/lib/python3.10/__pycache__/_weakrefset.cpython-310.pyc
34351312      0x20C28D0       Unix path: /usr/lib/python3.10/__pycache__/string.cpython-310.pyc
34387936      0x20CB7E0       Unix path: /usr/lib/python3.10/re.py
34388336      0x20CB970       Unix path: /usr/lib/python3.10/re.py
34390016      0x20CC000       Unix path: /usr/lib/python3.10/enum.py
34434299      0x20D6CFB       Unix path: /home/gsemaj/.local/lib/python3.10/si
34440160      0x20D83E0       Unix path: /usr/lib/python3.10/sre_compile.py
34440448      0x20D8500       Unix path: /usr/lib/python3.10/sre_compile.py
34441792      0x20D8A40       Unix path: /usr/lib/python3.10/sre_parse.py
34444576      0x20D9520       Unix path: /usr/lib/python3.10/sre_constants.py
34446112      0x20D9B20       Unix path: /usr/lib/python3.10/traceback.py
34448992      0x20DA660       Unix path: /usr/lib/python3.10/linecache.py
34579280      0x20FA350       Unix path: /usr/lib/python3.10/copyreg.py
34581440      0x20FABC0       Unix path: /usr/lib/python3.10/copyreg.py
34655840      0x210CE60       Unix path: /usr/lib/python3.10/tokenize.py
34660800      0x210E1C0       Unix path: /usr/lib/python3.10/token.py
34773409      0x21299A1       PARity archive data - Index file
34773473      0x21299E1       PARity archive data - Index file
34782016      0x212BB40       Unix path: /usr/lib/python3.10/collections/abc.py
34784416      0x212C4A0       Unix path: /usr/lib/python3.10/_weakrefset.py
34787680      0x212D160       Unix path: /usr/lib/python3.10/threading.py
34821751      0x2135677       Copyright string: "copyright: Copyright 2006-2021 by the Pygments team, see AUTHORS."
34821762      0x2135682       Copyright string: "Copyright 2006-2021 by the Pygments team, see AUTHORS."
34822329      0x21358B9       HTML document header
34888816      0x2145C70       Unix path: /usr/lib/python3.10/string.py
34976400      0x215B290       Unix path: /usr/lib/python3.10/__pycache__/pathlib.cpython-310.pyc
34978528      0x215BAE0       Unix path: /usr/lib/python3.10/__pycache__/ntpath.cpython-310.pyc
34981216      0x215C560       Unix path: /usr/lib/python3.10/__pycache__/shutil.cpython-310.pyc
34982784      0x215CB80       Unix path: /usr/lib/python3.10/__pycache__/random.cpython-310.pyc
34984464      0x215D210       Unix path: /usr/lib/python3.10/__pycache__/bz2.cpython-310.pyc
34985696      0x215D6E0       Unix path: /usr/lib/python3.10/__pycache__/lzma.cpython-310.pyc
35045984      0x216C260       Unix path: /usr/lib/python3.10/lib-dynload/_lzma.cpython-310-x86_64-linux-gnu.so
35048800      0x216CD60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/ImageMode.py
35055712      0x216E860       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/ExifTags.py
35074048      0x2173000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
35075992      0x2173798       ESP Image (ESP32): segment count: 2, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0xe0012, hash: none
35086336      0x2176000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
35098624      0x2179000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
35106448      0x217AE90       ESP Image (ESP32): segment count: 3, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x0, hash: none
35108760      0x217B798       ESP Image (ESP32): segment count: 3, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x0, hash: none
35124392      0x217F4A8       ESP Image (ESP32): segment count: 3, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x0, hash: none
35149860      0x2185824       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "_XPG3"
35160708      0x2188284       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "_ENH_I18N"
35160788      0x21882D4       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "_REALTIME"
35160868      0x2188324       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "_REALTIME_THREADS"
35160948      0x2188374       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "_VERSION"
35161028      0x21883C4       Ubiquiti firmware header, third party, ~CRC32: 0x0, version: "_XCU_VERSION"
35225040      0x2197DD0       Unix path: /usr/lib/python3.10/encodings
35227120      0x21985F0       Unix path: /usr/lib/python3.10/codecs.py
35258407      0x21A0027       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
35310880      0x21ACD20       Unix path: /usr/lib/python3.10/io.py
35318480      0x21AEAD0       Unix path: /usr/lib/python3.10/site.py
35319440      0x21AEE90       Unix path: /lib/python/site-packages
35402496      0x21C3300       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL
35408096      0x21C48E0       Unix path: /usr/lib/python3.10/__pycache__/_sitebuiltins.cpython-310.pyc
35408253      0x21C497D       Copyright string: "copyright notice."
35408992      0x21C4C60       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages
35409664      0x21C4F00       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages
35410000      0x21C5050       Unix path: /usr/local/lib/python3.10/dist-packages/Wand-0.6.13-py3.10.egg
35412352      0x21C5980       Unix path: /usr/lib/python3.10/importlib/__pycache__/_abc.cpython-310.pyc
35417952      0x21C6F60       Unix path: /usr/lib/python3/dist-packages/mpl_toolkits/__init__.py
35420688      0x21C7A10       Unix path: /home/gsemaj/.local
35420928      0x21C7B00       Unix path: /usr/lib/python3.10/os.py
35428928      0x21C9A40       Unix path: /usr/lib/python3.10/stat.py
35492359      0x21D9207       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
35568256      0x21EBA80       Unix path: /usr/lib/python3.10/genericpath.py
35571328      0x21EC680       Unix path: /usr/lib/python3.10/importlib/_bootstrap.py
35572864      0x21ECC80       Unix path: /usr/lib/python3.10/importlib/util.py
35575264      0x21ED5E0       Unix path: /usr/lib/python3.10/importlib/machinery.py
35581600      0x21EEEA0       Unix path: /usr/lib/python3.10/collections/__init__.py
35637440      0x21FC8C0       Unix path: /usr/lib/python3.10/lib-dynload
35638720      0x21FCDC0       Unix path: /usr/lib/python3/dist-packages
35641600      0x21FD900       Unix path: /usr/lib/python3.10/../LICENSE
35644160      0x21FE300       Unix path: /usr/lib/python3.10/importlib
35688416      0x2208FE0       Unix path: /usr/lib/python3/dist-packages/mpl_toolkits/__pycache__/__init__.cpython-310.pyc
35732704      0x2213CE0       Unix path: /usr/local/lib/python3.10/dist-packages/fsb5-1.0-py3.10.egg/fsb5/__init__.py
35737312      0x2214EE0       Unix path: /usr/local/lib/python3.10/dist-packages/fsb5-1.0-py3.10.egg/fsb5/pcm.py
35738080      0x22151E0       Unix path: /usr/local/lib/python3.10/dist-packages/fsb5-1.0-py3.10.egg/fsb5/utils.py
35739488      0x2215760       Unix path: /usr/lib/python3/dist-packages/__pycache__/apport_python_hook.cpython-310.pyc
35740000      0x2215960       Unix path: /usr/lib/python3.10/logging/__pycache__/__init__.cpython-310.pyc
35744992      0x2216CE0       Unix path: /usr/lib/python3.10/lib-dynload/_bz2.cpython-310-x86_64-linux-gnu.so
35758128      0x221A030       Unix path: /usr/lib/python3.10/collections
35829344      0x222B660       Unix path: /usr/lib/python3.10/functools.py
35835200      0x222CD40       Unix path: /usr/lib/python3/dist-packages/mpl_toolkits
35845872      0x222F6F0       Unix path: /usr/lib/python3.10/__pycache__/functools.cpython-310.pyc
35846544      0x222F990       Unix path: /usr/lib/python3.10/__pycache__/keyword.cpython-310.pyc
35852928      0x2231280       Unix path: /usr/lib/python3/dist-packages/apport_python_hook.py
35853600      0x2231520       Unix path: /usr/lib/python3.10/__pycache__/__future__.cpython-310.pyc
35858528      0x2232860       Unix path: /usr/lib/python3.10/__pycache__/struct.cpython-310.pyc
35971600      0x224E210       Unix path: /usr/lib/python3.10/keyword.py
35972480      0x224E580       Unix path: /usr/lib/python3.10/reprlib.py
36042735      0x225F7EF       Copyright string: "Copyright (c) 1999 by Secret Labs AB."
36050594      0x22616A2       Copyright string: "Copyright (c) 1997-2001 by Secret Labs AB.  All rights reserved."
36072016      0x2266A50       Unix path: /home/gsemaj/.local/lib/python3.10/site-packages/PIL/__pycache__/__init__.cpython-310.pyc
36116816      0x2271950       Unix path: /usr/lib/python3.10/LICENSE
36653408      0x22F4960       Unix path: /usr/lib/python3.10/encodings/__pycache__/__init__.cpython-310.pyc
36654816      0x22F4EE0       Unix path: /usr/lib/python3.10/encodings/__pycache__/aliases.cpython-310.pyc
36657632      0x22F59E0       Unix path: /usr/lib/python3.10/__pycache__/_collections_abc.cpython-310.pyc
36661856      0x22F6A60       Unix path: /usr/local/lib/python3.10/dist-packages/tinytag-1.10.1-py3.10.egg
36772025      0x23118B9       Copyright string: "Copyright (C) 2001-2019 Vinay Sajip. All Rights Reserved."
36807456      0x231A320       Unix path: /usr/lib/python3.10/encodings/__pycache__/utf_8.cpython-310.pyc
36808352      0x231A6A0       Unix path: /usr/lib/python3.10/__pycache__/io.cpython-310.pyc
36809584      0x231AB70       Unix path: /usr/lib/python3.10/__pycache__/abc.cpython-310.pyc
36814574      0x231BEEE       Copyright string: "Copyright CNRI, All Rights Reserved. NO WARRANTY."
36860368      0x23271D0       Copyright string: "Copyright (c) 2001-2023 Python Software Foundation."
36860442      0x232721A       Copyright string: "Copyright (c) 2000 BeOpen.com."
36860495      0x232724F       Copyright string: "Copyright (c) 1995-2001 Corporation for National Research Initiatives."
36860588      0x23272AC       Copyright string: "Copyright (c) 1991-1995 Stichting Mathematisch Centrum, Amsterdam."
36904221      0x2331D1D       Copyright string: "copyright notice."
36905888      0x23323A0       Unix path: /usr/local/lib/python3.10/dist-packages/fsb5-1.0-py3.10.egg/fsb5/__pycache__/__init__.cpython-310.pyc
36908928      0x2332F80       Unix path: /usr/local/lib/python3.10/dist-packages/fsb5-1.0-py3.10.egg/fsb5/__pycache__/pcm.cpython-310.pyc
37026859      0x234FC2B       Copyright string: "Copyright CNRI, All Rights Reserved. NO WARRANTY."
37298464      0x2392120       Unix path: /usr/lib/python310.zip
37402528      0x23AB7A0       End of Zip archive, footer length: 22
37409008      0x23AD0F0       Unix path: /usr/bin/zsh
37409488      0x23AD2D0       Unix path: /dev/pts/0
37410016      0x23AD4E0       Unix path: /dev/pts/0
37531824      0x23CB0B0       Unix path: /home/gsemaj/buckeye24/wreck/_core.python3.38421.extracted
37533472      0x23CB720       Unix path: /usr/lib/python3.10/encodings/__init__.py
37537408      0x23CC680       Unix path: /usr/lib/python3.10/encodings/utf_8.py
37539909      0x23CD045       Copyright string: "copyright' and 'credits' in builtins"
37542016      0x23CD880       Unix path: /usr/lib/python3.10/_sitebuiltins.py
37542496      0x23CDA60       Unix path: /usr/lib/python3.10/_sitebuiltins.py
37544896      0x23CE3C0       Unix path: /usr/lib/python3.10/posixpath.py
37595360      0x23DA8E0       Unix path: /home/gsemaj/Pictures/Screenshots
37617664      0x23E0000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (GNU/Linux)
37621547      0x23E0F2B       mcrypt 2.2 encrypted data, algorithm: blowfish-448, mode: CBC, keymode: 8bit
37699584      0x23F4000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (GNU/Linux)
37711872      0x23F7000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)
37728256      0x23FB000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (GNU/Linux)
37732732      0x23FC17C       ESP Image (ESP32): segment count: 1, flash mode: QUIO, flash speed: 40MHz, flash size: 1MB, entry address: 0x46e, hash: none
37740864      0x23FE140       Unix path: /lib/x86_64-linux-gnu/libm.so.6
37744736      0x23FF060       Unix path: /lib/x86_64-linux-gnu/libc.so.6
37748736      0x2400000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (GNU/Linux)
37900579      0x2425123       Unix path: /home/gsemaj/.local/bin:/home/gsemaj/.cargo/bin:/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/loc
37920768      0x242A000       ELF, 64-bit LSB shared object, AMD x86-64, version 1 (SYSV)

